id,threads,time,n,O3,OpenMP,source
gemm6ud7mk9lkvfzu0gy,8,23.631339,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,8,23.341952,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,8,23.184364,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,8,23.238701,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,8,23.519872,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,8,23.440333,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,8,23.597805,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,8,23.666102,4096,1,0,gemm
gemmc0uff27yttajrcq2,1,0.0242,513,1,0,gemm
gemmc0uff27yttajrcq2,1,0.023319,513,1,0,gemm
gemmc0uff27yttajrcq2,1,0.022929,513,1,0,gemm
gemmc0uff27yttajrcq2,1,0.023364,513,1,0,gemm
gemmc0uff27yttajrcq2,1,0.023569,513,1,0,gemm
gemmc0uff27yttajrcq2,1,0.022711,513,1,0,gemm
gemmc0uff27yttajrcq2,1,0.023882,513,1,0,gemm
gemmc0uff27yttajrcq2,1,0.023936,513,1,0,gemm
gemmc0uff27yttajrcq2,1,0.023036,513,1,0,gemm
gemmc0uff27yttajrcq2,1,0.023679,513,1,0,gemm
gemmc0uff27yttajrcq2,2,0.023994,513,1,0,gemm
gemmc0uff27yttajrcq2,2,0.023849,513,1,0,gemm
gemmc0uff27yttajrcq2,2,0.023522,513,1,0,gemm
gemmc0uff27yttajrcq2,2,0.023807,513,1,0,gemm
gemmc0uff27yttajrcq2,2,0.02411,513,1,0,gemm
gemmc0uff27yttajrcq2,2,0.023791,513,1,0,gemm
gemmc0uff27yttajrcq2,2,0.024196,513,1,0,gemm
gemmc0uff27yttajrcq2,2,0.023902,513,1,0,gemm
gemmc0uff27yttajrcq2,2,0.023902,513,1,0,gemm
gemmc0uff27yttajrcq2,2,0.02369,513,1,0,gemm
gemmc0uff27yttajrcq2,3,0.024042,513,1,0,gemm
gemmc0uff27yttajrcq2,3,0.023444,513,1,0,gemm
gemmc0uff27yttajrcq2,3,0.023955,513,1,0,gemm
gemmc0uff27yttajrcq2,3,0.023884,513,1,0,gemm
gemmc0uff27yttajrcq2,3,0.023963,513,1,0,gemm
gemmc0uff27yttajrcq2,3,0.024594,513,1,0,gemm
gemmc0uff27yttajrcq2,3,0.024167,513,1,0,gemm
gemmc0uff27yttajrcq2,3,0.023146,513,1,0,gemm
gemmc0uff27yttajrcq2,3,0.023951,513,1,0,gemm
gemmc0uff27yttajrcq2,3,0.023194,513,1,0,gemm
gemmc0uff27yttajrcq2,4,0.024245,513,1,0,gemm
gemmc0uff27yttajrcq2,4,0.023842,513,1,0,gemm
gemmc0uff27yttajrcq2,4,0.022759,513,1,0,gemm
gemmc0uff27yttajrcq2,4,0.023347,513,1,0,gemm
gemmc0uff27yttajrcq2,4,0.024124,513,1,0,gemm
gemmc0uff27yttajrcq2,4,0.023617,513,1,0,gemm
gemmc0uff27yttajrcq2,4,0.023654,513,1,0,gemm
gemmc0uff27yttajrcq2,4,0.023591,513,1,0,gemm
gemmc0uff27yttajrcq2,4,0.024334,513,1,0,gemm
gemmc0uff27yttajrcq2,4,0.0241,513,1,0,gemm
gemmc0uff27yttajrcq2,5,0.022802,513,1,0,gemm
gemmc0uff27yttajrcq2,5,0.023221,513,1,0,gemm
gemmc0uff27yttajrcq2,5,0.023431,513,1,0,gemm
gemmc0uff27yttajrcq2,5,0.024302,513,1,0,gemm
gemmc0uff27yttajrcq2,5,0.023574,513,1,0,gemm
gemmc0uff27yttajrcq2,5,0.024217,513,1,0,gemm
gemmc0uff27yttajrcq2,5,0.023458,513,1,0,gemm
gemmc0uff27yttajrcq2,5,0.023279,513,1,0,gemm
gemmc0uff27yttajrcq2,5,0.024776,513,1,0,gemm
gemmc0uff27yttajrcq2,5,0.023271,513,1,0,gemm
gemmc0uff27yttajrcq2,6,0.023352,513,1,0,gemm
gemmc0uff27yttajrcq2,6,0.024495,513,1,0,gemm
gemmc0uff27yttajrcq2,6,0.024081,513,1,0,gemm
gemmc0uff27yttajrcq2,6,0.02443,513,1,0,gemm
gemmc0uff27yttajrcq2,6,0.023458,513,1,0,gemm
gemmc0uff27yttajrcq2,6,0.023404,513,1,0,gemm
gemmc0uff27yttajrcq2,6,0.024019,513,1,0,gemm
gemmc0uff27yttajrcq2,6,0.023133,513,1,0,gemm
gemmc0uff27yttajrcq2,6,0.024288,513,1,0,gemm
gemmc0uff27yttajrcq2,6,0.022963,513,1,0,gemm
gemmc0uff27yttajrcq2,7,0.02307,513,1,0,gemm
gemmc0uff27yttajrcq2,7,0.022702,513,1,0,gemm
gemmc0uff27yttajrcq2,7,0.023592,513,1,0,gemm
gemmc0uff27yttajrcq2,7,0.022566,513,1,0,gemm
gemmc0uff27yttajrcq2,7,0.023286,513,1,0,gemm
gemmc0uff27yttajrcq2,7,0.023849,513,1,0,gemm
gemmc0uff27yttajrcq2,7,0.023437,513,1,0,gemm
gemmc0uff27yttajrcq2,7,0.024333,513,1,0,gemm
gemmc0uff27yttajrcq2,7,0.023957,513,1,0,gemm
