id,threads,stall_cyc,vec_ops,cyc,source,n
gemm.openmpzwch6vmj04e5s9cp,6,16315,364680,435389,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,6,15444,364680,464882,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,6,16904,364680,437096,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,6,21524,364680,440820,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,6,10290,364680,443605,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,6,9786,364680,433622,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,6,13471,364680,440116,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,6,13772,364680,435365,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,6,17348,364680,436456,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,6,9990,364680,434847,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,10297,314952,380147,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,12702,314952,381276,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,14109,314952,384901,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,10403,314952,402164,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,7748,314952,379689,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,17036,314952,372484,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,7825,314952,381071,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,12758,314952,381681,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,8034,314952,390745,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,9784,314952,387047,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,13551,314952,380343,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,14520,314952,389650,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,23887,314952,385193,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,17725,314952,390509,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,11436,314952,381871,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,14898,314952,387973,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,9019,314952,382545,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,12058,314952,383278,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,19368,314952,386417,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,7,10887,314952,390089,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,10167,265224,340147,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,42710,265224,321010,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,12757,265224,335841,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,17146,265224,348982,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,10995,265224,339834,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,10532,265224,342883,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,12714,265224,336593,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,11041,265224,339418,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,21573,265224,317423,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,12562,265224,338440,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,12328,265224,320670,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,16642,265224,316273,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,12553,265224,329902,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,9661,265224,360248,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,14769,265224,348870,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,10748,265224,313461,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,11597,265224,362895,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,16767,265224,343769,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,15156,265224,347290,gemm.openmp.c,128
gemm.openmpzwch6vmj04e5s9cp,8,11014,265224,335015,gemm.openmp.c,128
